match,varName,varLabel,filename,fromWide
attended,ed3,ED3 : Ever attended school or pre-school,Afghanistan_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Afghanistan_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Afghanistan_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Afghanistan_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Afghanistan_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Afghanistan_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Afghanistan_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Afghanistan_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Afghanistan_MICS4_Datasets,0
attended,ed2,ED2 : ED2.Ever attended school,Albania MICS 2005 SPSS Datasets,0
car,hc10e,HC10E : HC10E.Car or truck,Albania MICS 2005 SPSS Datasets,0
fridge,hc9f,HC9F : HC9F.Refrigerator,Albania MICS 2005 SPSS Datasets,0
grade,ed3b,ED3B : ED3B.Highest grade at level,Albania MICS 2005 SPSS Datasets,0
phone,hc9e,HC9E : HC9E.Non-mobile phone,Albania MICS 2005 SPSS Datasets,0
school,ed3a,ED3A : ED3A.Highest level of school attended,Albania MICS 2005 SPSS Datasets,0
share.toilets,ws8,WS8 : WS8.Toilet facility shared,Albania MICS 2005 SPSS Datasets,0
toilets,ws7,WS7 : WS7.Kind of toilet facility,Albania MICS 2005 SPSS Datasets,1
tv,hc9c,HC9C : HC9C.Television,Albania MICS 2005 SPSS Datasets,0
attended,ed3,ED3 : A frÃ©quentÃ© l'Ã©cole ou l'Ã©cole maternelle,Algeria_MICS4_Datasets,1
car,hc9f,HC9F : Voiture / Camion,Algeria_MICS4_Datasets,1
fridge,hc8e,HC8E : RÃ©frigÃ©rateur,Algeria_MICS4_Datasets,1
grade,ed4b,ED4B : DerniÃ¨re classe achevÃ©e a ce niveau,Algeria_MICS4_Datasets,1
phone,hc8d,HC8D : TÃ©lÃ©phone fixe,Algeria_MICS4_Datasets,0
school,ed4a,ED4A : Plus haut niveau d'Ã©ducation frÃ©quentÃ©,Algeria_MICS4_Datasets,1
share.toilets,ws9,WS9 : Toilettes partagÃ©es,Algeria_MICS4_Datasets,1
tv,hc8c,HC8C : TÃ©lÃ©vision,Algeria_MICS4_Datasets,2
attended,ed2,ED2 : Ever attended school,Bangladesh MICS 2006 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Bangladesh MICS 2006 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Bangladesh MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Highest class at level,Bangladesh MICS 2006 SPSS Datasets,1
phone,hc9e,HC9E : Non-mobile phone,Bangladesh MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Bangladesh MICS 2006 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Bangladesh MICS 2006 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Bangladesh MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Bangladesh MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Bangladesh_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Bangladesh_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Bangladesh_MICS5_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Bangladesh_MICS5_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Bangladesh_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Bangladesh_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Bangladesh_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Bangladesh_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Bangladesh_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Barbados_MICS4_Datasets,0
car,hc9e,HC9E : Car or Truck,Barbados_MICS4_Datasets,0
fridge,hc8e,HC8E : Refridgerator,Barbados_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Barbados_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile Telephone,Barbados_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Barbados_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Barbados_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Barbados_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Barbados_MICS4_Datasets,0
attended,ed2,ED2 : Ever attended school,Belarus MICS 2005 SPSS Datasets,0
car,hc10e,HC10e : Car or truck,Belarus MICS 2005 SPSS Datasets,0
fridge,hc9f,HC9f : Refrigerator,Belarus MICS 2005 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Belarus MICS 2005 SPSS Datasets,0
phone,hc9e,HC9e : Non-mobile phone,Belarus MICS 2005 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Belarus MICS 2005 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Belarus MICS 2005 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Belarus MICS 2005 SPSS Datasets,1
tv,hc9c,HC9c : Television,Belarus MICS 2005 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Belarus_MICS4_Datasets,0
car,hc9d,HC9D : Car or truck,Belarus_MICS4_Datasets,0
fridge,hc8d,HC8D : Refrigerator,Belarus_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Belarus_MICS4_Datasets,0
phone,hc8c,HC8C : Non-mobile phone,Belarus_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Belarus_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Belarus_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Belarus_MICS4_Datasets,0
tv,hc8a,HC8A : Television,Belarus_MICS4_Datasets,0
attended,ed2,ed2 : Ever attended school,Belize MICS 2006 SPSS Datasets,0
car,hc10e,hc10e : Car or truck,Belize MICS 2006 SPSS Datasets,0
fridge,hc9f,hc9f : Refrigerator,Belize MICS 2006 SPSS Datasets,0
grade,ed3b,ed3b : Highest grade at level,Belize MICS 2006 SPSS Datasets,0
phone,hc9e,hc9e : Non-mobile phone,Belize MICS 2006 SPSS Datasets,0
school,ed3a,ed3a : Highest level of school attended,Belize MICS 2006 SPSS Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Belize MICS 2006 SPSS Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Belize MICS 2006 SPSS Datasets,1
tv,hc9c,hc9c : Television,Belize MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Belize_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Belize_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Belize_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Belize_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Belize_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Belize_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Belize_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Belize_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Belize_MICS4_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Bhutan_MICS4_Datasets,0
car,hc9e,HC9E : Car or truck,Bhutan_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Bhutan_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade at level,Bhutan_MICS4_Datasets,0
phone,hc8d,HC8D : Fixed telephone,Bhutan_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Bhutan_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Bhutan_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Bhutan_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Bhutan_MICS4_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Bosnia and Herzegovina (Roma Settlements)_MICS4_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Bosnia and Herzegovina_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Bosnia and Herzegovina_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Bosnia and Herzegovina_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Bosnia and Herzegovina_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Bosnia and Herzegovina_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Bosnia and Herzegovina_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Bosnia and Herzegovina_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Bosnia and Herzegovina_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Bosnia and Herzegovina_MICS4_Datasets,0
attended,ed2,ED2 : Ever attended school,Bosnia MICS 2006 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Bosnia MICS 2006 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Bosnia MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Bosnia MICS 2006 SPSS Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Bosnia MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Bosnia MICS 2006 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Bosnia MICS 2006 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Bosnia MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Bosnia MICS 2006 SPSS Datasets,0
attended,ed2,ED2 : A-t-il/elle frequente l'ecole,Burkina Faso MICS 2006 SPSS Datasets,1
car,hc10e,HC10E : Voiture/Camion,Burkina Faso MICS 2006 SPSS Datasets,1
fridge,hc9f,HC9F : Refrigerateur,Burkina Faso MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Derniere classe achevee a ce niveau,Burkina Faso MICS 2006 SPSS Datasets,1
phone,hc9e,HC9E : Telephone non-mobile (fixe),Burkina Faso MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Plus haut niveau d'etudes atteint,Burkina Faso MICS 2006 SPSS Datasets,1
share.toilets,ws8,WS8 : Partagez-vous ces toilettes avec d'autres menages,Burkina Faso MICS 2006 SPSS Datasets,1
toilets,ws7,WS7 : Type de toilettes,Burkina Faso MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Burkina Faso MICS 2006 SPSS Datasets,0
attended,ed2,ED2 : A-t-il/elle frequente l'ecole,Burundi MICS 2005 SPSS Datasets,1
car,hc10e,HC10E : Voiture/Camion,Burundi MICS 2005 SPSS Datasets,1
fridge,hc9f,HC9F : Refrigerateur,Burundi MICS 2005 SPSS Datasets,0
grade,ed3b,ED3B : Derniere classe achevee a ce niveau,Burundi MICS 2005 SPSS Datasets,1
phone,hc9e,HC9E : Telephone fixe,Burundi MICS 2005 SPSS Datasets,0
school,ed3a,ED3A : Plus haut niveau  d'etudes atteint,Burundi MICS 2005 SPSS Datasets,1
share.toilets,ws8,WS8 : Partagez-vous ces toilettes avec d'autres menages,Burundi MICS 2005 SPSS Datasets,1
toilets,ws7,WS7 : Type de toilettes,Burundi MICS 2005 SPSS Datasets,1
tv,hc9c,HC9C : Television,Burundi MICS 2005 SPSS Datasets,0
attended,ed2,ED2 : A-t-il/elle frequente ecole,Cameroon MICS 2006 SPSS Datasets,1
car,hc10e,HC10E : Voiture/Camion,Cameroon MICS 2006 SPSS Datasets,1
fridge,hc9h,HC9H : Refrigerateur/Congelateur,Cameroon MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Derniere classe achevee a ce niveau,Cameroon MICS 2006 SPSS Datasets,1
phone,hc9g,HC9G : Telephone fixe,Cameroon MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Plus haut niveau  etudes atteint,Cameroon MICS 2006 SPSS Datasets,1
share.toilets,ws8,WS8 : Partagez-vous ces toilettes avec autres menages,Cameroon MICS 2006 SPSS Datasets,1
toilets,ws7,WS7 : Type de toilettes,Cameroon MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Televiseur,Cameroon MICS 2006 SPSS Datasets,1
attended,ed2,ED2 : A-t-il/elle frequente l'ecole,Central African Republic MICS 2006 SPSS Datasets,1
car,hc10e,HC10E : Voiture/Camion,Central African Republic MICS 2006 SPSS Datasets,1
fridge,hc9f,HC9F : Refrigerateur,Central African Republic MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Derniere classe achevee a ce niveau,Central African Republic MICS 2006 SPSS Datasets,1
phone,hc9e,HC9E : Telephone fixe,Central African Republic MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Plus haut niveau  d'etudes atteint,Central African Republic MICS 2006 SPSS Datasets,1
share.toilets,ws8,WS8 : Partagez-vous ces toilettes avec d'autres menages,Central African Republic MICS 2006 SPSS Datasets,1
toilets,ws7,WS7 : Type de toilettes,Central African Republic MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Central African Republic MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : Est allé à l'école ou a fait l'école maternelle,Central African Republic_MICS4_Datasets,1
car,hc9f,HC9F : Voiture / Camion,Central African Republic_MICS4_Datasets,1
fridge,hc8e,HC8E : Réfrigérateur,Central African Republic_MICS4_Datasets,1
grade,ed4b,ED4B : Derniere classe achevee a ce niveau,Central African Republic_MICS4_Datasets,1
phone,hc8d,HC8D : Téléphone fixe,Central African Republic_MICS4_Datasets,0
school,ed4a,ED4A : Plus haut niveau  d'etudes atteint,Central African Republic_MICS4_Datasets,1
share.toilets,ws9,WS9 : Partage des toilettes avec  d'autres personnes non membres du ménage,Central African Republic_MICS4_Datasets,1
toilets,ws8,WS8 : Type de toilettes,Central African Republic_MICS4_Datasets,1
tv,hc8c,HC8C : Télévision,Central African Republic_MICS4_Datasets,1
attended,ed3,ED3 : A fréquenté l'école ou l'école maternelle,Chad_MICS4_Datasets,1
car,hc9f,HC9F : Voiture / Camion,Chad_MICS4_Datasets,1
fridge,hc8e,HC8E : Réfrigérateur,Chad_MICS4_Datasets,1
grade,ed4b,ED4B : Dernière classe achevée a ce niveau,Chad_MICS4_Datasets,1
phone,hc8d,HC8D : Téléphone fixe,Chad_MICS4_Datasets,0
school,ed4a,ED4A : Plus haut niveau d'éducation fréquenté,Chad_MICS4_Datasets,1
share.toilets,ws9,WS9 : Toilettes partagées,Chad_MICS4_Datasets,1
toilets,ws8,WS8 : Type de toilettes,Chad_MICS4_Datasets,1
tv,hc8c,HC8C : Télévision,Chad_MICS4_Datasets,1
attended,ed3,ED3 : Alguna vez asistió a la escuela o el pre-escolar,Costa Rica_MICS4_Datasets,1
car,hc8g,HC8G : Carro particular,Costa Rica_MICS4_Datasets,1
car,hc9f,HC9F : Auto o camioneta,Costa Rica_MICS4_Datasets,1
fridge,hc8e,HC8E : Refrigerador,Costa Rica_MICS4_Datasets,0
grade,ed4b,ED4B : Grado más alto de educación al que asistió,Costa Rica_MICS4_Datasets,1
phone,hc8d,HC8D : Teléfono fijo,Costa Rica_MICS4_Datasets,1
school,ed4a,ED4A : Nivel de educación más alto al que asistió,Costa Rica_MICS4_Datasets,1
share.toilets,ws9,WS9 : Comparte el servicio con personas fuera de la familia,Costa Rica_MICS4_Datasets,1
toilets,ws8,WS8 : Tipo de servicio sanitario,Costa Rica_MICS4_Datasets,1
tv,hc8c,HC8C : Televisión convencional,Costa Rica_MICS4_Datasets,1
tv,hc8c1,"HC8C1 : Pantalla de TV(Plasma, LCD, LED)",Costa Rica_MICS4_Datasets,1
tv,hc8c2,HC8C2 : Televisión por cable o satélite,Costa Rica_MICS4_Datasets,1
attended,ed3,ED3 : A fréquenté l'école ou l'école maternelle,Democratic Republic of Congo_MICS4_Datasets,1
car,hc9f,HC9F : Voiture / Camion,Democratic Republic of Congo_MICS4_Datasets,1
fridge,hc8e,HC8E : Réfrigérateur,Democratic Republic of Congo_MICS4_Datasets,1
grade,ed4b,ED4B : Dernière classe achevée a ce niveau,Democratic Republic of Congo_MICS4_Datasets,1
phone,hc8d,HC8D : Téléphone fixe,Democratic Republic of Congo_MICS4_Datasets,0
school,ed4a,ED4A : Plus haut niveau d'éducation fréquenté,Democratic Republic of Congo_MICS4_Datasets,1
share.toilets,ws9,WS9 : Toilettes partagées,Democratic Republic of Congo_MICS4_Datasets,1
toilets,ws8,WS8 : Type de toilettes,Democratic Republic of Congo_MICS4_Datasets,1
tv,hc8c,HC8C : Télévision,Democratic Republic of Congo_MICS4_Datasets,1
attended,ed2,ED2 : A-t-il/elle frequente l'ecole,Djibouti MICS 2006 SPSS Datasets,1
car,hc10e,HC10E : Voiture/Camion,Djibouti MICS 2006 SPSS Datasets,1
fridge,hc9f,HC9F : Refrigerateur,Djibouti MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Derniere classe achevee a ce niveau,Djibouti MICS 2006 SPSS Datasets,1
phone,hc9e,HC9E : Telephone fixe,Djibouti MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Plus haut niveau  d'etudes atteint,Djibouti MICS 2006 SPSS Datasets,1
share.toilets,ws8,WS8 : Partagez-vous ces toilettes avec d'autres menages,Djibouti MICS 2006 SPSS Datasets,1
toilets,ws7,WS7 : Type de toilettes,Djibouti MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Djibouti MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Egypt (Sub-national)_MICS5_Datasets,0
car,hc9e,HC9E : Car or truck,Egypt (Sub-national)_MICS5_Datasets,0
fridge,hc8l,HC8L : Refrigerator,Egypt (Sub-national)_MICS5_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Egypt (Sub-national)_MICS5_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Egypt (Sub-national)_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Egypt (Sub-national)_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Egypt (Sub-national)_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Egypt (Sub-national)_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Egypt (Sub-national)_MICS5_Datasets,0
attended,ed2,ed2 : Ever attended school,Gambia MICS 2005-6 SPSS Datasets,0
car,hc10e,hc10e : Car or truck,Gambia MICS 2005-6 SPSS Datasets,0
fridge,hc9f,hc9f : Refrigerator,Gambia MICS 2005-6 SPSS Datasets,0
grade,ed3b,ed3b : Highest grade at level,Gambia MICS 2005-6 SPSS Datasets,0
phone,hc9e,hc9e : Non-mobile phone,Gambia MICS 2005-6 SPSS Datasets,0
school,ed3a,ed3a : Highest level of school attended,Gambia MICS 2005-6 SPSS Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Gambia MICS 2005-6 SPSS Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Gambia MICS 2005-6 SPSS Datasets,1
tv,hc9c,hc9c : Television,Gambia MICS 2005-6 SPSS Datasets,0
attended,ed2,ED2 : Ever attended school,Georgia MICS 2005 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Georgia MICS 2005 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Georgia MICS 2005 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Georgia MICS 2005 SPSS Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Georgia MICS 2005 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Georgia MICS 2005 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Georgia MICS 2005 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Georgia MICS 2005 SPSS Datasets,1
tv,hc9c,HC9C : Television,Georgia MICS 2005 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Ghana (Accra)_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Ghana (Accra)_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator / Freezer,Ghana (Accra)_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Ghana (Accra)_MICS4_Datasets,0
phone,hc8d,HC8D : Land/Fixed telephone,Ghana (Accra)_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Ghana (Accra)_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Ghana (Accra)_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Ghana (Accra)_MICS4_Datasets,0
tv,hc8c,HC8C : B&W television,Ghana (Accra)_MICS4_Datasets,0
tv,hc8c1,HC8C1 : Colour television,Ghana (Accra)_MICS4_Datasets,0
attended,ed2,ED2 : Ever attended school,Ghana MICS 2006 SPSS Datasets,0
car,hc10d,HC10D : Car or truck,Ghana MICS 2006 SPSS Datasets,0
fridge,hc9h,HC9H : Refrigerator,Ghana MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Ghana MICS 2006 SPSS Datasets,0
phone,hc9g,HC9G : Fixed land line,Ghana MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Ghana MICS 2006 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Ghana MICS 2006 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Ghana MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Ghana MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Ghana_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Ghana_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator/Freezer,Ghana_MICS4_Datasets,0
grade,ed4b,ED4B : Highest class/year completed at that level,Ghana_MICS4_Datasets,1
phone,hc8d,HC8D : Land/fixed phone,Ghana_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Ghana_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Ghana_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Ghana_MICS4_Datasets,0
tv,hc8c,HC8C : Black & White Television,Ghana_MICS4_Datasets,0
tv,hc8c1,HC8C1 : Colour Television,Ghana_MICS4_Datasets,0
attended,ed2,ED2 : A-t-il/elle frequente l'ecole,Guinea-Bissau MICS 2006 SPSS Datasets,1
car,hc10e,HC10E : Voiture/Camion,Guinea-Bissau MICS 2006 SPSS Datasets,1
fridge,hc9f,HC9F : Refrigerateur,Guinea-Bissau MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Derniere classe achevee a ce niveau,Guinea-Bissau MICS 2006 SPSS Datasets,1
phone,hc9e,HC9E : Telephone fixe,Guinea-Bissau MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Plus haut niveau  d'etudes atteint,Guinea-Bissau MICS 2006 SPSS Datasets,1
share.toilets,ws8,WS8 : Partagez-vous ces toilettes avec d'autres menages,Guinea-Bissau MICS 2006 SPSS Datasets,1
toilets,ws7,WS7 : Type de toilettes,Guinea-Bissau MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Guinea-Bissau MICS 2006 SPSS Datasets,0
attended,ed2,ED2 : Ever attended school,Guyana MICS 2006-07 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Guyana MICS 2006-07 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Guyana MICS 2006-07 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Guyana MICS 2006-07 SPSS Datasets,0
phone,hc9e,HC9E : Land Phone,Guyana MICS 2006-07 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Guyana MICS 2006-07 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Guyana MICS 2006-07 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Guyana MICS 2006-07 SPSS Datasets,1
tv,hc9c,HC9C : Television,Guyana MICS 2006-07 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
grade,ed4b,ED4B : Highest Grade completed [ED4B 2 digits],Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Indonesia (Selected Districts of Papua)_MICS4_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
grade,ed4b,ED4B : Highest Grade completed [ED4B 2 digits],Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Indonesia (Selected Districts of West Papua)_MICS4_Datasets,0
attended,ed2,ed2 : Ever attended school,Iraq MICS 2006 SPSS Datasets,0
car,hc10e,hc10e : Car or truck,Iraq MICS 2006 SPSS Datasets,0
grade,ed3b,ed3b : Highest grade at level,Iraq MICS 2006 SPSS Datasets,0
phone,hc9f,hc9f : Phone,Iraq MICS 2006 SPSS Datasets,0
school,ed3a,ed3a : Highest level of school attended,Iraq MICS 2006 SPSS Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Iraq MICS 2006 SPSS Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Iraq MICS 2006 SPSS Datasets,1
tv,hc9e,hc9e : Televesion,Iraq MICS 2006 SPSS Datasets,1
fridge,hc10a,hc10a : Refregerator,Iraq MICS 2006 SPSS Datasets,2
attended,ed3,ED3 : Ever attended school or pre-school,Iraq_MICS4_Datasets,0
