match,varName,varLabel,filename,fromWide
tv,hc9c,hc9c : Television,Suriname MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Suriname_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Suriname_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Suriname_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Suriname_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Suriname_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Suriname_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Suriname_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Suriname_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Suriname_MICS4_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Swaziland_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Swaziland_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Swaziland_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Swaziland_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Swaziland_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Swaziland_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Swaziland_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Swaziland_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Swaziland_MICS4_Datasets,0
attended,ed2,ed2 : Ever attended school,Syria MICS 2006 SPSS Datasets,0
car,hc10d,hc10d : Car,Syria MICS 2006 SPSS Datasets,1
car,hc10e,hc10e : truck,Syria MICS 2006 SPSS Datasets,1
fridge,hc9f,hc9f : Refrigerator,Syria MICS 2006 SPSS Datasets,0
grade,ed3b,ed3b : Highest grade at level,Syria MICS 2006 SPSS Datasets,0
phone,hc9e,hc9e : Non-mobile phone,Syria MICS 2006 SPSS Datasets,0
school,ed3a,ed3a : Highest level of school attended,Syria MICS 2006 SPSS Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Syria MICS 2006 SPSS Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Syria MICS 2006 SPSS Datasets,1
tv,hc9c,hc9c : Television,Syria MICS 2006 SPSS Datasets,0
attended,ed2,ED2 : Ever attended school,Tajikistan MICS 2005 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Tajikistan MICS 2005 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Tajikistan MICS 2005 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Tajikistan MICS 2005 SPSS Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Tajikistan MICS 2005 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Tajikistan MICS 2005 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Tajikistan MICS 2005 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Tajikistan MICS 2005 SPSS Datasets,1
tv,hc9c,HC9C : Television,Tajikistan MICS 2005 SPSS Datasets,0
attended,ed2,ed2 : Ever attended school,Thailand MICS 2005-2006 SPSS Datasets,0
car,hc10e,hc10e : Car or truck,Thailand MICS 2005-2006 SPSS Datasets,0
fridge,hc9f,hc9f : Refrigerator,Thailand MICS 2005-2006 SPSS Datasets,0
grade,ed3b,ed3b : Highest grade at level,Thailand MICS 2005-2006 SPSS Datasets,0
phone,hc9e,hc9e : Non-mobile phone,Thailand MICS 2005-2006 SPSS Datasets,0
school,ed3a,ed3a : Highest level of school attended,Thailand MICS 2005-2006 SPSS Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Thailand MICS 2005-2006 SPSS Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Thailand MICS 2005-2006 SPSS Datasets,1
tv,hc9c,hc9c : Television,Thailand MICS 2005-2006 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Thailand_MICS4_Datasets,0
car,hc9f,HC9F : Car/ truck,Thailand_MICS4_Datasets,1
fridge,hc8e,HC8E : Refrigerator,Thailand_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed,Thailand_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Thailand_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of school,Thailand_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Thailand_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Thailand_MICS4_Datasets,0
tv,hc8c1,HC8C1 : Television (Plain monitor),Thailand_MICS4_Datasets,0
tv,hc8c2,HC8C2 : Television (LCD/LED/Plasma monitor),Thailand_MICS4_Datasets,0
attended,ed2,ed2 : A-t-il/elle frequente l'ecole,Togo MICS 2006 SPSS Datasets,1
car,hc10e,hc10e : Voiture/Camion,Togo MICS 2006 SPSS Datasets,1
fridge,hc9f,hc9f : Refrigerateur,Togo MICS 2006 SPSS Datasets,0
grade,ed3b,ed3b : Derniere classe achevee a ce niveau,Togo MICS 2006 SPSS Datasets,1
phone,hc9e,hc9e : Telephone fixe,Togo MICS 2006 SPSS Datasets,0
school,ed3a,ed3a : Plus haut niveau  d'etudes atteint,Togo MICS 2006 SPSS Datasets,1
share.toilets,ws8,ws8 : Partagez-vous ces toilettes avec d'autres menages,Togo MICS 2006 SPSS Datasets,1
toilets,ws7,ws7 : Type de toilettes,Togo MICS 2006 SPSS Datasets,1
tv,hc9c,hc9c : Television,Togo MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : A fréquenté l'école ou l'école maternelle,Togo_MICS4_Datasets,1
car,hc9f,HC9F : Voiture / Camion,Togo_MICS4_Datasets,1
fridge,hc8e,HC8E : Réfrigérateur,Togo_MICS4_Datasets,1
grade,ed4b,ED4B : Dernière classe achevée a ce niveau,Togo_MICS4_Datasets,1
phone,hc8d,HC8D : Téléphone fixe,Togo_MICS4_Datasets,0
school,ed4a,ED4A : Plus haut niveau d'éducation fréquenté,Togo_MICS4_Datasets,1
share.toilets,ws9,WS9 : Toilettes partagées,Togo_MICS4_Datasets,1
toilets,ws8,WS8 : Type de toilettes,Togo_MICS4_Datasets,1
tv,hc8c,HC8C : Télévision,Togo_MICS4_Datasets,1
attended,ed2,ED2 : Ever attended school,Trinidad and Tobago MICS 2006 SPSS Datasets,0
car,hc10b,HC10B : Car or Truck,Trinidad and Tobago MICS 2006 SPSS Datasets,0
fridge,hc9e,HC9E : Refrigerator,Trinidad and Tobago MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Grade of education,Trinidad and Tobago MICS 2006 SPSS Datasets,1
phone,hc9d,HC9D : Non-Mobile Telephone,Trinidad and Tobago MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Level of education,Trinidad and Tobago MICS 2006 SPSS Datasets,1
share.toilets,ws8,WS8 : Toilet facility shared,Trinidad and Tobago MICS 2006 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Trinidad and Tobago MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Trinidad and Tobago MICS 2006 SPSS Datasets,0
attended,ed3,ED3 : A fréquenté l'école ou l'école maternelle,Tunisia_MICS4_Datasets,1
car,hc9f,HC9F : Voiture / Camion,Tunisia_MICS4_Datasets,1
fridge,hc8e,HC8E : Réfrigérateur,Tunisia_MICS4_Datasets,1
grade,ed4b,ED4B : Dernière classe achevée a ce niveau,Tunisia_MICS4_Datasets,1
phone,hc8d,HC8D : Téléphone fixe,Tunisia_MICS4_Datasets,0
school,ed4a,ED4A : Plus haut niveau d'éducation fréquenté,Tunisia_MICS4_Datasets,1
share.toilets,ws9,WS9 : Toilettes partagées,Tunisia_MICS4_Datasets,1
toilets,ws8,WS8 : Type de toilettes,Tunisia_MICS4_Datasets,1
tv,hc8c,HC8C : Télévision,Tunisia_MICS4_Datasets,1
attended,ed2,ED2 : Ever attended school,Turkmenistan_MICS3_Datasets,0
car,hc10e,HC10E : Car or truck,Turkmenistan_MICS3_Datasets,0
fridge,hc9f,HC9F : Refrigerator,Turkmenistan_MICS3_Datasets,0
grade,ed3b,ED3B : Highest grade at level,Turkmenistan_MICS3_Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Turkmenistan_MICS3_Datasets,0
school,ed3a,ED3A : Highest level of school attended,Turkmenistan_MICS3_Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Turkmenistan_MICS3_Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Turkmenistan_MICS3_Datasets,1
tv,hc9c,HC9C : Television,Turkmenistan_MICS3_Datasets,0
attended,ed2,ED2 : Ever attended school,Ukraine MICS 2005 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Ukraine MICS 2005 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Ukraine MICS 2005 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Ukraine MICS 2005 SPSS Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Ukraine MICS 2005 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Ukraine MICS 2005 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Ukraine MICS 2005 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Ukraine MICS 2005 SPSS Datasets,1
tv,hc9c,HC9C : Television,Ukraine MICS 2005 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Ukraine_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Ukraine_MICS4_Datasets,0
fridge,hc8f,HC8F : Refrigerator,Ukraine_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Ukraine_MICS4_Datasets,0
phone,hc8e,HC8E : Non mobile telephone,Ukraine_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Ukraine_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Ukraine_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Ukraine_MICS4_Datasets,0
tv,hc8c,HC8C : CRT/kyneskope NV set,Ukraine_MICS4_Datasets,1
tv,hc8d,HC8D : Flatscreen NV set,Ukraine_MICS4_Datasets,1
attended,ed3,ED3 : Alguna vez asistiÃ³ a la escuela o el pre-escolar,Uruguay_MICS4_Datasets,1
car,hc9f,HC9F : AutomÃ³vil / Camioneta,Uruguay_MICS4_Datasets,1
fridge,hc8e,HC8E : Refrigerador,Uruguay_MICS4_Datasets,0
grade,ed4b,ED4B : Grado mÃ¡s alto de educaciÃ³n que completÃ³,Uruguay_MICS4_Datasets,1
phone,hc8d,HC8D : TelÃ©fono fijo,Uruguay_MICS4_Datasets,1
school,ed4a,ED4A : Nivel de educaciÃ³n mÃ¡s alto al que asistiÃ³,Uruguay_MICS4_Datasets,1
share.toilets,ws9,WS9 : Comparte el servicio con personas fuera de la familia,Uruguay_MICS4_Datasets,1
toilets,ws8,WS8 : Tipo de servicio sanitario,Uruguay_MICS4_Datasets,1
tv,hc8c,HC8C : TelevisiÃ³n convencional,Uruguay_MICS4_Datasets,1
tv,hc8q,HC8Q : ConexiÃ³n a TV por abonados,Uruguay_MICS4_Datasets,1
attended,ed2,ED2 : Ever attended school,Uzbekistan MICS 2006 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Uzbekistan MICS 2006 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Uzbekistan MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Uzbekistan MICS 2006 SPSS Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Uzbekistan MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Uzbekistan MICS 2006 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Uzbekistan MICS 2006 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Uzbekistan MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Uzbekistan MICS 2006 SPSS Datasets,0
attended,ed2,ed2 : Ever attended school,Vanuatu MICS 2007 SPSS Datasets,0
car,hc10e,hc10e : Car or truck,Vanuatu MICS 2007 SPSS Datasets,0
grade,ed3b,ed3b : Highest grade at level,Vanuatu MICS 2007 SPSS Datasets,0
phone,hc9e,hc9e : Non-mobile phone,Vanuatu MICS 2007 SPSS Datasets,0
school,ed3a,ed3a : Highest level of school attended,Vanuatu MICS 2007 SPSS Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Vanuatu MICS 2007 SPSS Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Vanuatu MICS 2007 SPSS Datasets,1
tv,hc9c,hc9c : Television,Vanuatu MICS 2007 SPSS Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Viet Nam_MICS5_Datasets,0
car,hc8p,HC8P : Car,Viet Nam_MICS5_Datasets,1
fridge,hc8e,HC8E : Refrigerator,Viet Nam_MICS5_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Viet Nam_MICS5_Datasets,0
phone,hc8d,HC8D : Fixed phone,Viet Nam_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Viet Nam_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Viet Nam_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Viet Nam_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Viet Nam_MICS5_Datasets,0
attended,ed2,ed2 : Ever attended school,Vietnam_Datasets,0
fridge,hc9_12,hc9_12 : Refridgerator,Vietnam_Datasets,0
grade,ed3b,ed3b : Highest grade at level,Vietnam_Datasets,0
phone,hc9_10,hc9_10 : Non-mobile phone ,Vietnam_Datasets,0
school,ed3a,ed3a : Highest level of school attended,Vietnam_Datasets,0
share.toilets,ws8,ws8 : Toilet facility shared,Vietnam_Datasets,0
toilets,ws7,ws7 : Kind of toilet facility,Vietnam_Datasets,1
tv,hc9_02,hc9_02 : Black and white TV ,Vietnam_Datasets,1
tv,hc9_03,hc9_03 : Color TV ,Vietnam_Datasets,1
car,hc9_19,Automobile,Vietnam_Datasets,2
attended,ed3,ED3 : Ever attended school or pre-school,Vietnam_MICS4_Datasets,0
car,hc9f,HC9F : Car or truck,Vietnam_MICS4_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Vietnam_MICS4_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Vietnam_MICS4_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Vietnam_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Vietnam_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Vietnam_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Vietnam_MICS4_Datasets,0
tv,hc8c,HC8C : Television,Vietnam_MICS4_Datasets,0
attended,ed2,ED2 : Ever attended school,Yemen MICS 2006 SPSS Datasets,0
car,hc10e,HC10E : Car or truck,Yemen MICS 2006 SPSS Datasets,0
fridge,hc9f,HC9F : Refrigerator,Yemen MICS 2006 SPSS Datasets,0
grade,ed3b,ED3B : Highest grade at level,Yemen MICS 2006 SPSS Datasets,0
phone,hc9e,HC9E : Non-mobile phone,Yemen MICS 2006 SPSS Datasets,0
school,ed3a,ED3A : Highest level of school attended,Yemen MICS 2006 SPSS Datasets,0
share.toilets,ws8,WS8 : Toilet facility shared,Yemen MICS 2006 SPSS Datasets,0
toilets,ws7,WS7 : Kind of toilet facility,Yemen MICS 2006 SPSS Datasets,1
tv,hc9c,HC9C : Television,Yemen MICS 2006 SPSS Datasets,0
attended,ed2,ed2 : ever attended school,Zimbabwe_Datasets,0
car,hc10d,hc10d : car/truck,Zimbabwe_Datasets,1
grade,ed3b,ed3b : highest grade at level,Zimbabwe_Datasets,0
phone,hc9e,hc9e : non-mobile telephone,Zimbabwe_Datasets,0
school,ed3a,ed3a : highest level of school attended,Zimbabwe_Datasets,0
share.toilets,ws8,ws8 : toilet facility shared,Zimbabwe_Datasets,0
toilets,ws7,ws7 : kind of toilet facility,Zimbabwe_Datasets,1
tv,hc9c,hc9c : television,Zimbabwe_Datasets,0
fridge,hc9f,Refregrator,Zimbabwe_Datasets,2
attended,ed3,ED3 : Ever attended school or pre-school,Zimbabwe_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Zimbabwe_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Zimbabwe_MICS5_Datasets,0
grade,ed4b,ED4B : Highest grade completed at that level,Zimbabwe_MICS5_Datasets,0
phone,hc8d,HC8D : Non-mobile phone,Zimbabwe_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of education attended,Zimbabwe_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Zimbabwe_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Zimbabwe_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Zimbabwe_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Argentina_MICS4_Datasets,0
fridge,hc8c,HC8E : Refrigerator,Argentina_MICS4_Datasets,0
fridge,hc8d,HC8E : Refrigerator,Argentina_MICS4_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Argentina_MICS4_Datasets,1
phone,hc8m,HC8D : Non-mobile phone,Argentina_MICS4_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Argentina_MICS4_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Argentina_MICS4_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Argentina_MICS4_Datasets,0
tv,hc8a,HC8C : Television,Argentina_MICS4_Datasets,0
tv,hc8b,HC8C : Television,Argentina_MICS4_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Cameroon_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Cameroon_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Cameroon_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Cameroon_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Cameroon_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Cameroon_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Cameroon_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Cameroon_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Cameroon_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Cuba_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Cuba_MICS5_Datasets,1
school,ed4a,ED4A : Highest level of school attended,Cuba_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Cuba_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Cuba_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Dominican Republic_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Dominican Republic_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Dominican Republic_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Dominican Republic_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Dominican Republic_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Dominican Republic_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Dominican Republic_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Dominican Republic_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Dominican Republic_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,El Salvador_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,El Salvador_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,El Salvador_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,El Salvador_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,El Salvador_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,El Salvador_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,El Salvador_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,El Salvador_MICS5_Datasets,0
tv,hc8c,HC8C : Television,El Salvador_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Guinea Bissau_MICS5_Datasets,0
car,hc9g,HC9F : Car or truck,Guinea Bissau_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Guinea Bissau_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Guinea Bissau_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Guinea Bissau_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Guinea Bissau_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Guinea Bissau_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Guinea Bissau_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Guinea Bissau_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Guyana_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Guyana_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Guyana_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Guyana_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Guyana_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Guyana_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Guyana_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Guyana_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Guyana_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Kazakhstan_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Kazakhstan_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Kazakhstan_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Kazakhstan_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Kazakhstan_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Kazakhstan_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Kazakhstan_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Kazakhstan_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Kazakhstan_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Mexico_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Mexico_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Mexico_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Mexico_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Mexico_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Mexico_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Mexico_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Mexico_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Mexico_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Sao Tome and Principe_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Sao Tome and Principe_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Sao Tome and Principe_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Sao Tome and Principe_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Sao Tome and Principe_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Sao Tome and Principe_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Sao Tome and Principe_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Sao Tome and Principe_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Sao Tome and Principe_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Swaziland_MICS5_Datasets,0
car,hc9f,HC9F : Car or truck,Swaziland_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Swaziland_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Swaziland_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Swaziland_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Swaziland_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Swaziland_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Swaziland_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Swaziland_MICS5_Datasets,0
attended,ed3,ED3 : Ever attended school or pre-school,Turkmenistan_MICS5_Datasets,0
car,hc9i,HC9F : Car or truck,Turkmenistan_MICS5_Datasets,0
car,hc9h,HC9F : Car or truck,Turkmenistan_MICS5_Datasets,0
fridge,hc8e,HC8E : Refrigerator,Turkmenistan_MICS5_Datasets,0
grade,ed4b,ED4B : Highest class completed at that level,Turkmenistan_MICS5_Datasets,1
phone,hc8d,HC8D : Non-mobile phone,Turkmenistan_MICS5_Datasets,0
school,ed4a,ED4A : Highest level of school attended,Turkmenistan_MICS5_Datasets,0
share.toilets,ws9,WS9 : Toilet facility shared,Turkmenistan_MICS5_Datasets,0
toilets,ws8,WS8 : Type of toilet facility,Turkmenistan_MICS5_Datasets,0
tv,hc8c,HC8C : Television,Turkmenistan_MICS5_Datasets,0
tv,hc8f,HC8C : Television,Turkmenistan_MICS5_Datasets,0
