p20,variable,type,iso3,povcal_year,sex,value,survey_year
TRUE,registration,denominator,BDI,2011,female,43.601834,2013
FALSE,registration,statistic,BDI,2011,male,0.0297322343037342,2013
FALSE,registration,numerator,BDI,2011,male,127.380683,2013
FALSE,registration,denominator,BDI,2011,male,4284.262047,2013
FALSE,registration,statistic,BDI,2011,female,0.0158735169901888,2013
FALSE,registration,numerator,BDI,2011,female,75.71933,2013
FALSE,registration,denominator,BDI,2011,female,4770.167194,2013
TRUE,registration,statistic,BDI,2012,male,0,2013
TRUE,registration,numerator,BDI,2012,male,0,2013
TRUE,registration,denominator,BDI,2012,male,20.929337,2013
TRUE,registration,statistic,BDI,2012,female,0,2013
TRUE,registration,numerator,BDI,2012,female,0,2013
TRUE,registration,denominator,BDI,2012,female,43.601834,2013
FALSE,registration,statistic,BDI,2012,male,0.0297322343037342,2013
FALSE,registration,numerator,BDI,2012,male,127.380683,2013
FALSE,registration,denominator,BDI,2012,male,4284.262047,2013
FALSE,registration,statistic,BDI,2012,female,0.0158735169901888,2013
FALSE,registration,numerator,BDI,2012,female,75.71933,2013
FALSE,registration,denominator,BDI,2012,female,4770.167194,2013
TRUE,registration,statistic,BDI,2013,male,0,2013
TRUE,registration,numerator,BDI,2013,male,0,2013
TRUE,registration,denominator,BDI,2013,male,20.929337,2013
TRUE,registration,statistic,BDI,2013,female,0,2013
TRUE,registration,numerator,BDI,2013,female,0,2013
TRUE,registration,denominator,BDI,2013,female,43.601834,2013
FALSE,registration,statistic,BDI,2013,male,0.0297322343037342,2013
FALSE,registration,numerator,BDI,2013,male,127.380683,2013
FALSE,registration,denominator,BDI,2013,male,4284.262047,2013
FALSE,registration,statistic,BDI,2013,female,0.0158735169901888,2013
FALSE,registration,numerator,BDI,2013,female,75.71933,2013
FALSE,registration,denominator,BDI,2013,female,4770.167194,2013
TRUE,registration,statistic,BDI,2015,male,0.303131497821564,2017;2013
TRUE,registration,numerator,BDI,2015,male,76.332233,2017;2013
TRUE,registration,denominator,BDI,2015,male,137.878191,2017;2013
TRUE,registration,statistic,BDI,2015,female,0.300782493881746,2017;2013
TRUE,registration,numerator,BDI,2015,female,91.1281985,2017;2013
TRUE,registration,denominator,BDI,2015,female,175.7739815,2017;2013
FALSE,registration,statistic,BDI,2015,male,0.460230029398677,2017;2013
FALSE,registration,numerator,BDI,2015,male,13597.791265,2017;2013
FALSE,registration,denominator,BDI,2015,male,17335.410063,2017;2013
FALSE,registration,statistic,BDI,2015,female,0.452840397987542,2017;2013
FALSE,registration,numerator,BDI,2015,female,14563.0669505,2017;2013
FALSE,registration,denominator,BDI,2015,female,18706.8922505,2017;2013
TRUE,registration,statistic,COD,1990,male,0.130375921338029,2014
TRUE,registration,numerator,COD,1990,male,6.644716,2014
TRUE,registration,denominator,COD,1990,male,50.965822,2014
TRUE,registration,statistic,COD,1990,female,0.25321804015522,2014
TRUE,registration,numerator,COD,1990,female,10.147067,2014
TRUE,registration,denominator,COD,1990,female,40.072449,2014
FALSE,registration,statistic,COD,1990,male,0.248129869688862,2014
FALSE,registration,numerator,COD,1990,male,2314.242525,2014
FALSE,registration,denominator,COD,1990,male,9326.738969,2014
FALSE,registration,statistic,COD,1990,female,0.252392735971207,2014
FALSE,registration,numerator,COD,1990,female,2395.755695,2014
FALSE,registration,denominator,COD,1990,female,9492.173718,2014
TRUE,registration,statistic,COD,1993,male,0.0961804138342657,2014
TRUE,registration,numerator,COD,1993,male,7.415291,2014
TRUE,registration,denominator,COD,1993,male,77.097724,2014
TRUE,registration,statistic,COD,1993,female,0.213356160783013,2014
TRUE,registration,numerator,COD,1993,female,12.865982,2014
TRUE,registration,denominator,COD,1993,female,60.302838,2014
FALSE,registration,statistic,COD,1993,male,0.248744187700237,2014
FALSE,registration,numerator,COD,1993,male,2313.47195,2014
FALSE,registration,denominator,COD,1993,male,9300.607067,2014
FALSE,registration,statistic,COD,1993,female,0.252644752705952,2014
FALSE,registration,numerator,COD,1993,female,2393.03678,2014
FALSE,registration,denominator,COD,1993,female,9471.943329,2014
TRUE,registration,statistic,COD,1996,male,0.0999283335699885,2014
TRUE,registration,numerator,COD,1996,male,8.890537,2014
TRUE,registration,denominator,COD,1996,male,88.969131,2014
TRUE,registration,statistic,COD,1996,female,0.223748875904737,2014
TRUE,registration,numerator,COD,1996,female,15.811624,2014
TRUE,registration,denominator,COD,1996,female,70.666831,2014
FALSE,registration,statistic,COD,1996,male,0.248903272590276,2014
FALSE,registration,numerator,COD,1996,male,2311.996704,2014
FALSE,registration,denominator,COD,1996,male,9288.73566,2014
FALSE,registration,statistic,COD,1996,female,0.252610167195453,2014
FALSE,registration,numerator,COD,1996,female,2390.091138,2014
FALSE,registration,denominator,COD,1996,female,9461.579336,2014
TRUE,registration,statistic,COD,1999,male,0.0931382228121435,2014
TRUE,registration,numerator,COD,1999,male,8.890537,2014
TRUE,registration,denominator,COD,1999,male,95.4553,2014
TRUE,registration,statistic,COD,1999,female,0.204586328497557,2014
TRUE,registration,numerator,COD,1999,female,15.811624,2014
TRUE,registration,denominator,COD,1999,female,77.285829,2014
FALSE,registration,statistic,COD,1999,male,0.249077199039058,2014
FALSE,registration,numerator,COD,1999,male,2311.996704,2014
FALSE,registration,denominator,COD,1999,male,9282.249491,2014
FALSE,registration,statistic,COD,1999,female,0.252787008359421,2014
FALSE,registration,numerator,COD,1999,female,2390.091138,2014
FALSE,registration,denominator,COD,1999,female,9454.960338,2014
TRUE,registration,statistic,COD,2002,male,0.0893302694265273,2014
TRUE,registration,numerator,COD,2002,male,8.890537,2014
TRUE,registration,denominator,COD,2002,male,99.52435,2014
TRUE,registration,statistic,COD,2002,female,0.182694660578826,2014
TRUE,registration,numerator,COD,2002,female,15.811624,2014
TRUE,registration,denominator,COD,2002,female,86.546722,2014
FALSE,registration,statistic,COD,2002,male,0.249186434635756,2014
FALSE,registration,numerator,COD,2002,male,2311.996704,2014
FALSE,registration,denominator,COD,2002,male,9278.180441,2014
FALSE,registration,statistic,COD,2002,female,0.253034849554225,2014
FALSE,registration,numerator,COD,2002,female,2390.091138,2014
FALSE,registration,denominator,COD,2002,female,9445.699445,2014
TRUE,registration,statistic,COD,2005,male,0.0893302694265273,2014
TRUE,registration,numerator,COD,2005,male,8.890537,2014
TRUE,registration,denominator,COD,2005,male,99.52435,2014
TRUE,registration,statistic,COD,2005,female,0.182694660578826,2014
TRUE,registration,numerator,COD,2005,female,15.811624,2014
TRUE,registration,denominator,COD,2005,female,86.546722,2014
FALSE,registration,statistic,COD,2005,male,0.249186434635756,2014
FALSE,registration,numerator,COD,2005,male,2311.996704,2014
FALSE,registration,denominator,COD,2005,male,9278.180441,2014
FALSE,registration,statistic,COD,2005,female,0.253034849554225,2014
FALSE,registration,numerator,COD,2005,female,2390.091138,2014
FALSE,registration,denominator,COD,2005,female,9445.699445,2014
TRUE,registration,statistic,COD,2008,male,0.0931382228121435,2014
TRUE,registration,numerator,COD,2008,male,8.890537,2014
TRUE,registration,denominator,COD,2008,male,95.4553,2014
TRUE,registration,statistic,COD,2008,female,0.204586328497557,2014
TRUE,registration,numerator,COD,2008,female,15.811624,2014
TRUE,registration,denominator,COD,2008,female,77.285829,2014
FALSE,registration,statistic,COD,2008,male,0.249077199039058,2014
FALSE,registration,numerator,COD,2008,male,2311.996704,2014
FALSE,registration,denominator,COD,2008,male,9282.249491,2014
FALSE,registration,statistic,COD,2008,female,0.252787008359421,2014
FALSE,registration,numerator,COD,2008,female,2390.091138,2014
FALSE,registration,denominator,COD,2008,female,9454.960338,2014
TRUE,registration,statistic,COD,2010,male,0.0932978348643486,2014
TRUE,registration,numerator,COD,2010,male,8.890537,2014
TRUE,registration,denominator,COD,2010,male,95.291997,2014
TRUE,registration,statistic,COD,2010,female,0.207095877009681,2014
TRUE,registration,numerator,COD,2010,female,15.811624,2014
TRUE,registration,denominator,COD,2010,female,76.349294,2014
FALSE,registration,statistic,COD,2010,male,0.249072817090664,2014
FALSE,registration,numerator,COD,2010,male,2311.996704,2014
FALSE,registration,denominator,COD,2010,male,9282.412794,2014
FALSE,registration,statistic,COD,2010,female,0.252761971719951,2014
FALSE,registration,numerator,COD,2010,female,2390.091138,2014
FALSE,registration,denominator,COD,2010,female,9455.896873,2014
TRUE,registration,statistic,COD,2011,male,0.0934697777893939,2014
TRUE,registration,numerator,COD,2011,male,8.890537,2014
TRUE,registration,denominator,COD,2011,male,95.116702,2014
TRUE,registration,statistic,COD,2011,female,0.208096732062651,2014
TRUE,registration,numerator,COD,2011,female,15.811624,2014
TRUE,registration,denominator,COD,2011,female,75.982087,2014
FALSE,registration,statistic,COD,2011,male,0.249068113529647,2014
FALSE,registration,numerator,COD,2011,male,2311.996704,2014
FALSE,registration,denominator,COD,2011,male,9282.588089,2014
FALSE,registration,statistic,COD,2011,female,0.252752156430894,2014
FALSE,registration,numerator,COD,2011,female,2390.091138,2014
FALSE,registration,denominator,COD,2011,female,9456.26408,2014
TRUE,registration,statistic,COD,2012,male,0.0988153335106715,2014
TRUE,registration,numerator,COD,2012,male,8.890537,2014
TRUE,registration,denominator,COD,2012,male,89.971229,2014
TRUE,registration,statistic,COD,2012,female,0.223212588902118,2014
TRUE,registration,numerator,COD,2012,female,15.811624,2014
TRUE,registration,denominator,COD,2012,female,70.836614,2014
FALSE,registration,statistic,COD,2012,male,0.248930127954935,2014
FALSE,registration,numerator,COD,2012,male,2311.996704,2014
FALSE,registration,denominator,COD,2012,male,9287.733562,2014
FALSE,registration,statistic,COD,2012,female,0.252614700231654,2014
FALSE,registration,numerator,COD,2012,female,2390.091138,2014
FALSE,registration,denominator,COD,2012,female,9461.409553,2014
TRUE,registration,statistic,COD,2013,male,0.0999283335699885,2014
TRUE,registration,numerator,COD,2013,male,8.890537,2014
TRUE,registration,denominator,COD,2013,male,88.969131,2014
TRUE,registration,statistic,COD,2013,female,0.223748875904737,2014
TRUE,registration,numerator,COD,2013,female,15.811624,2014
TRUE,registration,denominator,COD,2013,female,70.666831,2014
FALSE,registration,statistic,COD,2013,male,0.248903272590276,2014
FALSE,registration,numerator,COD,2013,male,2311.996704,2014
FALSE,registration,denominator,COD,2013,male,9288.73566,2014
FALSE,registration,statistic,COD,2013,female,0.252610167195453,2014
FALSE,registration,numerator,COD,2013,female,2390.091138,2014
FALSE,registration,denominator,COD,2013,female,9461.579336,2014
TRUE,registration,statistic,CAF,1990,male,0,1995
TRUE,registration,numerator,CAF,1990,male,0,1995
TRUE,registration,denominator,CAF,1990,male,20.356932,1995
TRUE,registration,statistic,CAF,1990,female,0,1995
TRUE,registration,numerator,CAF,1990,female,0,1995
TRUE,registration,denominator,CAF,1990,female,27.566597,1995
FALSE,registration,statistic,CAF,1990,male,0.0349764706657162,1995
FALSE,registration,numerator,CAF,1990,male,197.817888,1995
FALSE,registration,denominator,CAF,1990,male,5655.741824,1995
FALSE,registration,statistic,CAF,1990,female,0.00754793673734165,1995
FALSE,registration,numerator,CAF,1990,female,46.80629,1995
FALSE,registration,denominator,CAF,1990,female,6201.203273,1995
TRUE,registration,statistic,CAF,1993,male,0,1995
TRUE,registration,numerator,CAF,1993,male,0,1995
TRUE,registration,denominator,CAF,1993,male,20.356932,1995
TRUE,registration,statistic,CAF,1993,female,0,1995
TRUE,registration,numerator,CAF,1993,female,0,1995
TRUE,registration,denominator,CAF,1993,female,27.566597,1995
FALSE,registration,statistic,CAF,1993,male,0.0349764706657162,1995
FALSE,registration,numerator,CAF,1993,male,197.817888,1995
FALSE,registration,denominator,CAF,1993,male,5655.741824,1995
FALSE,registration,statistic,CAF,1993,female,0.00754793673734165,1995
FALSE,registration,numerator,CAF,1993,female,46.80629,1995
FALSE,registration,denominator,CAF,1993,female,6201.203273,1995
TRUE,registration,statistic,CIV,1990,male,0.631582188235611,2012
TRUE,registration,numerator,CIV,1990,male,6.697739,2012
TRUE,registration,denominator,CIV,1990,male,10.604699,2012
TRUE,registration,statistic,CIV,1990,female,0.204120607416808,2012
TRUE,registration,numerator,CIV,1990,female,1.002025,2012
TRUE,registration,denominator,CIV,1990,female,4.908985,2012
FALSE,registration,statistic,CIV,1990,male,0.0597043085618643,1994
FALSE,registration,numerator,CIV,1990,male,478.489445,1994
FALSE,registration,denominator,CIV,1990,male,8014.320181,1994
FALSE,registration,statistic,CIV,1990,female,0.0104913197743878,1994
FALSE,registration,numerator,CIV,1990,female,83.897271,1994
FALSE,registration,denominator,CIV,1990,female,7996.827168,1994
TRUE,registration,statistic,CIV,1993,male,0,1999
TRUE,registration,numerator,CIV,1993,male,0,1999
TRUE,registration,denominator,CIV,1993,male,1.800614,1999
TRUE,registration,statistic,CIV,1993,female,0,1999
TRUE,registration,numerator,CIV,1993,female,0,1999
TRUE,registration,denominator,CIV,1993,female,1.800614,1999
FALSE,registration,statistic,CIV,1993,male,0.0597043085618643,1994
FALSE,registration,numerator,CIV,1993,male,478.489445,1994
FALSE,registration,denominator,CIV,1993,male,8014.320181,1994
FALSE,registration,statistic,CIV,1993,female,0.0104913197743878,1994
FALSE,registration,numerator,CIV,1993,female,83.897271,1994
FALSE,registration,denominator,CIV,1993,female,7996.827168,1994
TRUE,registration,statistic,CIV,1996,male,0,1999
TRUE,registration,numerator,CIV,1996,male,0,1999
TRUE,registration,denominator,CIV,1996,male,1.800614,1999
TRUE,registration,statistic,CIV,1996,female,0,1999
TRUE,registration,numerator,CIV,1996,female,0,1999
TRUE,registration,denominator,CIV,1996,female,1.800614,1999
FALSE,registration,statistic,CIV,1996,male,0.0737196627041368,1999;1994
FALSE,registration,numerator,CIV,1996,male,395.2732046,1999;1994
FALSE,registration,denominator,CIV,1996,male,5950.4166982,1999;1994
FALSE,registration,statistic,CIV,1996,female,0.018550604424013,1999;1994
FALSE,registration,numerator,CIV,1996,female,87.4652274,1999;1994
FALSE,registration,denominator,CIV,1996,female,6009.8271304,1999;1994
TRUE,registration,statistic,CIV,1999,male,0,1999
TRUE,registration,numerator,CIV,1999,male,0,1999
TRUE,registration,denominator,CIV,1999,male,3.601228,1999
TRUE,registration,statistic,CIV,1999,female,0,1999
TRUE,registration,numerator,CIV,1999,female,0,1999
TRUE,registration,denominator,CIV,1999,female,3.601228,1999
FALSE,registration,statistic,CIV,1999,male,0.0948024938900767,1999
FALSE,registration,numerator,CIV,1999,male,270.448844,1999
FALSE,registration,denominator,CIV,1999,male,2852.76086,1999
FALSE,registration,statistic,CIV,1999,female,0.0306577541852434,1999
FALSE,registration,numerator,CIV,1999,female,92.817162,1999
FALSE,registration,denominator,CIV,1999,female,3027.52646,1999
TRUE,registration,statistic,CIV,2002,male,0.157399489512589,2012;1999
TRUE,registration,numerator,CIV,2002,male,3.31817169230769,2012;1999
TRUE,registration,denominator,CIV,2002,male,7.63507,2012;1999
TRUE,registration,statistic,CIV,2002,female,0.143261254922398,2012;1999
TRUE,registration,numerator,CIV,2002,female,4.18990361538462,2012;1999
TRUE,registration,denominator,CIV,2002,female,9.51938915384615,2012;1999
FALSE,registration,statistic,CIV,2002,male,0.252167987499139,2012;1999
FALSE,registration,numerator,CIV,2002,male,2366.51174969231,2012;1999
FALSE,registration,denominator,CIV,2002,male,4973.39321576923,2012;1999
FALSE,registration,statistic,CIV,2002,female,0.19829827760509,2012;1999
FALSE,registration,numerator,CIV,2002,female,2151.77699007692,2012;1999
FALSE,registration,denominator,CIV,2002,female,5076.69257,2012;1999
TRUE,registration,statistic,CIV,2005,male,0.295574705075913,2012;1999
TRUE,registration,numerator,CIV,2005,male,8.55940246153846,2012;1999
TRUE,registration,denominator,CIV,2005,male,15.304588,2012;1999
TRUE,registration,statistic,CIV,2005,female,0.284496143853828,2012;1999
TRUE,registration,numerator,CIV,2005,female,9.601344,2012;1999
TRUE,registration,denominator,CIV,2005,female,17.5153955384615,2012;1999
FALSE,registration,statistic,CIV,2005,male,0.409608337357992,2012;1999
FALSE,registration,numerator,CIV,2005,male,4460.65159630769,2012;1999
FALSE,registration,denominator,CIV,2005,male,7090.38989553846,2012;1999
FALSE,registration,statistic,CIV,2005,female,0.365968340423025,2012;1999
FALSE,registration,numerator,CIV,2005,female,4209.51528138462,2012;1999
FALSE,registration,denominator,CIV,2005,female,7123.78083476923,2012;1999
TRUE,registration,statistic,CIV,2008,male,0.448388154529322,2012;1999
TRUE,registration,numerator,CIV,2008,male,15.8792033076923,2012;1999
TRUE,registration,denominator,CIV,2008,male,26.179467,2012;1999
TRUE,registration,statistic,CIV,2008,female,0.41114812230839,2012;1999
TRUE,registration,numerator,CIV,2008,female,17.4771678461538,2012;1999
TRUE,registration,denominator,CIV,2008,female,31.6448962307692,2012;1999
FALSE,registration,statistic,CIV,2008,male,0.56706559174697,2012;1999
FALSE,registration,numerator,CIV,2008,male,6552.71287284615,2012;1999
FALSE,registration,denominator,CIV,2008,male,9204.18121430769,2012;1999
FALSE,registration,statistic,CIV,2008,female,0.533762373508705,2012;1999
FALSE,registration,numerator,CIV,2008,female,6264.78918923077,2012;1999
FALSE,registration,denominator,CIV,2008,female,9164.73560523077,2012;1999
TRUE,registration,statistic,CIV,2010,male,0.4991517746011,2012;1999
TRUE,registration,numerator,CIV,2010,male,22.3630871538462,2012;1999
TRUE,registration,denominator,CIV,2010,male,39.2946237692308,2012;1999
TRUE,registration,statistic,CIV,2010,female,0.472420432455281,2012;1999
TRUE,registration,numerator,CIV,2010,female,22.9145560769231,2012;1999
TRUE,registration,denominator,CIV,2010,female,42.4274271538462,2012;1999
FALSE,registration,statistic,CIV,2010,male,0.672285745371652,2012;1999
FALSE,registration,numerator,CIV,2010,male,7945.81637392308,2012;1999
FALSE,registration,denominator,CIV,2010,male,10607.5101893846,2012;1999
FALSE,registration,statistic,CIV,2010,female,0.645750656252194,2012;1999
FALSE,registration,numerator,CIV,2010,female,7634.78495546154,2012;1999
FALSE,registration,denominator,CIV,2010,female,10524.0092550769,2012;1999
TRUE,registration,statistic,CIV,2011,male,0.471621928195146,2012;1999
TRUE,registration,numerator,CIV,2011,male,28.4663058461539,2012;1999
TRUE,registration,denominator,CIV,2011,male,56.4079133846154,2012;1999
TRUE,registration,statistic,CIV,2011,female,0.524672719080904,2012;1999
TRUE,registration,numerator,CIV,2011,female,31.2677741538462,2012;1999
TRUE,registration,denominator,CIV,2011,female,55.7031432307692,2012;1999
FALSE,registration,statistic,CIV,2011,male,0.725358623465164,2012;1999
FALSE,registration,numerator,CIV,2011,male,8639.50684769231,2012;1999
FALSE,registration,denominator,CIV,2011,male,11298.6189656923,2012;1999
FALSE,registration,statistic,CIV,2011,female,0.701788271638287,2012;1999
FALSE,registration,numerator,CIV,2011,female,8314.14831461539,2012;1999
FALSE,registration,denominator,CIV,2011,female,11195.7616293846,2012;1999
TRUE,registration,statistic,CIV,2012,male,0.510923755544741,2012
TRUE,registration,numerator,CIV,2012,male,30.838498,2012
TRUE,registration,denominator,CIV,2012,male,60.358317,2012
TRUE,registration,statistic,CIV,2012,female,0.568395445670979,2012
TRUE,registration,numerator,CIV,2012,female,33.873422,2012
TRUE,registration,denominator,CIV,2012,female,59.594816,2012
FALSE,registration,statistic,CIV,2012,male,0.777889979786959,2012
FALSE,registration,numerator,CIV,2012,male,9336.928348,2012
FALSE,registration,denominator,CIV,2012,male,12002.890628,2012
FALSE,registration,statistic,CIV,2012,female,0.757711248205346,2012
FALSE,registration,numerator,CIV,2012,female,8999.259244,2012
FALSE,registration,denominator,CIV,2012,female,11876.898047,2012
TRUE,registration,statistic,CMR,1990,male,0,1991
TRUE,registration,numerator,CMR,1990,male,0,1991
TRUE,registration,denominator,CMR,1990,male,11.46735,1991
TRUE,registration,statistic,CMR,1990,female,0,1991
TRUE,registration,numerator,CMR,1990,female,0,1991
TRUE,registration,denominator,CMR,1990,female,7.6449,1991
FALSE,registration,statistic,CMR,1990,male,0.0547191953250724,1991
FALSE,registration,numerator,CMR,1990,male,214.066519,1991
FALSE,registration,denominator,CMR,1990,male,3912.091867,1991
FALSE,registration,statistic,CMR,1990,female,0.017092399756057,1991
FALSE,registration,numerator,CMR,1990,female,76.405865,1991
FALSE,registration,denominator,CMR,1990,female,4470.166044,1991
TRUE,registration,statistic,CMR,1993,male,0,1998;1991
TRUE,registration,numerator,CMR,1993,male,0,1998;1991
TRUE,registration,denominator,CMR,1993,male,16.5797025714286,1998;1991
TRUE,registration,statistic,CMR,1993,female,0,1998;1991
TRUE,registration,numerator,CMR,1993,female,0,1998;1991
TRUE,registration,denominator,CMR,1993,female,12.3810208571429,1998;1991
FALSE,registration,statistic,CMR,1993,male,0.0629429984027162,1998;1991
FALSE,registration,numerator,CMR,1993,male,278.565417285714,1998;1991
FALSE,registration,denominator,CMR,1993,male,4298.54982842857,1998;1991
FALSE,registration,statistic,CMR,1993,female,0.0201929816720537,1998;1991
FALSE,registration,numerator,CMR,1993,female,102.261605571429,1998;1991
FALSE,registration,denominator,CMR,1993,female,4898.80985028571,1998;1991
TRUE,registration,statistic,CMR,1996,male,0,1998;1991
TRUE,registration,numerator,CMR,1996,male,0,1998;1991
TRUE,registration,denominator,CMR,1996,male,13.4498032857143,1998;1991
TRUE,registration,statistic,CMR,1996,female,0,1998;1991
TRUE,registration,numerator,CMR,1996,female,0,1998;1991
TRUE,registration,denominator,CMR,1996,female,14.025142,1998;1991
FALSE,registration,statistic,CMR,1996,male,0.0751304388729467,1998;1991
FALSE,registration,numerator,CMR,1996,male,375.313764714286,1998;1991
FALSE,registration,denominator,CMR,1996,male,4889.03519871429,1998;1991
FALSE,registration,statistic,CMR,1996,female,0.0248244531771925,1998;1991
FALSE,registration,numerator,CMR,1996,female,141.045216428571,1998;1991
FALSE,registration,denominator,CMR,1996,female,5547.23561985714,1998;1991
TRUE,registration,statistic,CMR,1999,male,0,2004;1998
TRUE,registration,numerator,CMR,1999,male,0,2004;1998
TRUE,registration,denominator,CMR,1999,male,4.5082475,2004;1998
TRUE,registration,statistic,CMR,1999,female,0,2004;1998
TRUE,registration,numerator,CMR,1999,female,0,2004;1998
TRUE,registration,denominator,CMR,1999,female,5.70798,2004;1998
FALSE,registration,statistic,CMR,1999,male,0.086926118854831,2004;1998
FALSE,registration,numerator,CMR,1999,male,550.301915833333,2004;1998
FALSE,registration,denominator,CMR,1999,male,6144.4577275,2004;1998
FALSE,registration,statistic,CMR,1999,female,0.0303371492569651,2004;1998
FALSE,registration,numerator,CMR,1999,female,220.8927075,2004;1998
FALSE,registration,denominator,CMR,1999,female,6907.34138083333,2004;1998
TRUE,registration,statistic,CMR,2002,male,0,2004;1998
TRUE,registration,numerator,CMR,2002,male,0,2004;1998
TRUE,registration,denominator,CMR,2002,male,6.758933,2004;1998
TRUE,registration,statistic,CMR,2002,female,0,2004;1998
TRUE,registration,numerator,CMR,2002,female,0,2004;1998
TRUE,registration,denominator,CMR,2002,female,7.799844,2004;1998
FALSE,registration,statistic,CMR,2002,male,0.0982973221109038,2004;1998
FALSE,registration,numerator,CMR,2002,male,881.769674333333,2004;1998
FALSE,registration,denominator,CMR,2002,male,8706.939019,2004;1998
FALSE,registration,statistic,CMR,2002,female,0.0377536385327971,2004;1998
FALSE,registration,numerator,CMR,2002,female,382.867959,2004;1998
FALSE,registration,denominator,CMR,2002,female,9660.47553233333,2004;1998
TRUE,registration,statistic,CMR,2005,male,0.0359318946769593,2011;2004
TRUE,registration,numerator,CMR,2005,male,0.559496142857143,2011;2004
TRUE,registration,denominator,CMR,2005,male,18.9346367142857,2011;2004
TRUE,registration,statistic,CMR,2005,female,0.0538831948057688,2011;2004
TRUE,registration,numerator,CMR,2005,female,1.01668757142857,2011;2004
TRUE,registration,denominator,CMR,2005,female,21.0394001428571,2011;2004
FALSE,registration,statistic,CMR,2005,male,0.184521771538697,2011;2004
FALSE,registration,numerator,CMR,2005,male,1481.83620614286,2011;2004
FALSE,registration,denominator,CMR,2005,male,9736.13575,2011;2004
FALSE,registration,statistic,CMR,2005,female,0.127713487544102,2011;2004
FALSE,registration,numerator,CMR,2005,female,955.993301285714,2011;2004
FALSE,registration,denominator,CMR,2005,female,10682.7479325714,2011;2004
TRUE,registration,statistic,CMR,2008,male,0.124697820020165,2011;2004
TRUE,registration,numerator,CMR,2008,male,2.23798457142857,2011;2004
TRUE,registration,denominator,CMR,2008,male,18.6106817142857,2011;2004
TRUE,registration,statistic,CMR,2008,female,0.215532779223075,2011;2004
TRUE,registration,numerator,CMR,2008,female,4.06675028571429,2011;2004
TRUE,registration,denominator,CMR,2008,female,19.9538805714286,2011;2004
FALSE,registration,statistic,CMR,2008,male,0.42026516277951,2011;2004
FALSE,registration,numerator,CMR,2008,male,2619.10028457143,2011;2004
FALSE,registration,denominator,CMR,2008,male,7731.11305514286,2011;2004
FALSE,registration,statistic,CMR,2008,female,0.382623896054472,2011;2004
FALSE,registration,numerator,CMR,2008,female,2351.41882514286,2011;2004
FALSE,registration,denominator,CMR,2008,female,8279.91729028571,2011;2004
TRUE,registration,statistic,CMR,2010,male,0.151032376946247,2011;2004
TRUE,registration,numerator,CMR,2010,male,3.35697685714286,2011;2004
TRUE,registration,denominator,CMR,2010,male,21.8366362857143,2011;2004
TRUE,registration,statistic,CMR,2010,female,0.290369278751414,2011;2004
TRUE,registration,numerator,CMR,2010,female,6.10012542857143,2011;2004
TRUE,registration,denominator,CMR,2010,female,21.0643177142857,2011;2004
FALSE,registration,statistic,CMR,2010,male,0.577822025384493,2011;2004
FALSE,registration,numerator,CMR,2010,male,3377.27633685714,2011;2004
FALSE,registration,denominator,CMR,2010,male,6390.989334,2011;2004
FALSE,registration,statistic,CMR,2010,female,0.552763202095935,2011;2004
FALSE,registration,numerator,CMR,2010,female,3281.70250771429,2011;2004
FALSE,registration,denominator,CMR,2010,female,6676.19607857143,2011;2004
TRUE,registration,statistic,CMR,2011,male,0.176204439770622,2011
TRUE,registration,numerator,CMR,2011,male,3.916473,2011
TRUE,registration,denominator,CMR,2011,male,22.226869,2011
TRUE,registration,statistic,CMR,2011,female,0.338764158543317,2011
TRUE,registration,numerator,CMR,2011,female,7.116813,2011
TRUE,registration,denominator,CMR,2011,female,21.008164,2011
FALSE,registration,statistic,CMR,2011,male,0.65646028501379,2011
FALSE,registration,numerator,CMR,2011,male,3756.364363,2011
FALSE,registration,denominator,CMR,2011,male,5722.150218,2011
FALSE,registration,statistic,CMR,2011,female,0.637766510549595,2011
FALSE,registration,numerator,CMR,2011,female,3746.844349,2011
FALSE,registration,denominator,CMR,2011,female,5874.946845,2011
TRUE,registration,statistic,COL,1990,male,0,1995
TRUE,registration,numerator,COL,1990,male,0,1995
TRUE,registration,denominator,COL,1990,male,3.555766,1995
TRUE,registration,statistic,COL,1990,female,0,1995
TRUE,registration,numerator,COL,1990,female,0,1995
TRUE,registration,denominator,COL,1990,female,3.555766,1995
FALSE,registration,statistic,COL,1990,male,0.243940926083848,1990
FALSE,registration,numerator,COL,1990,male,1923.469871,1990
FALSE,registration,denominator,COL,1990,male,7884.982245,1990
FALSE,registration,statistic,COL,1990,female,0.226022070879364,1990
FALSE,registration,numerator,COL,1990,female,2030.294518,1990
FALSE,registration,denominator,COL,1990,female,8982.72682,1990
TRUE,registration,statistic,COL,1993,male,0,1995
TRUE,registration,numerator,COL,1993,male,0,1995
TRUE,registration,denominator,COL,1993,male,3.866849,1995
TRUE,registration,statistic,COL,1993,female,0,1995
TRUE,registration,numerator,COL,1993,female,0,1995
TRUE,registration,denominator,COL,1993,female,4.828924,1995
FALSE,registration,statistic,COL,1993,male,0.260079088361626,1995;1990
FALSE,registration,numerator,COL,1993,male,2626.7465996,1995;1990
FALSE,registration,denominator,COL,1993,male,10011.8178312,1995;1990
FALSE,registration,statistic,COL,1993,female,0.244005405788199,1995;1990
FALSE,registration,numerator,COL,1993,female,2807.0981116,1995;1990
